Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 20.10.2022	08:12:16.000 - 20.10.2022	14:44:35.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
20.10.2022	09:09:09.632	230.982	232.266	233.494	0.012	399.833	403.838	403.053	70.412	32.700	36.368	46.497	30619.340	2070.401	30689.258	50.035	1.018
20.10.2022	09:09:09.642	230.651	232.294	233.548	0.012	399.458	404.130	402.706	69.103	32.639	37.461	45.438	29419.500	2597.444	29533.941	50.056	1.435
20.10.2022	09:09:09.652	230.533	232.376	233.397	0.012	399.519	404.096	402.357	69.098	32.726	36.436	45.579	30054.406	2107.820	30128.229	50.076	2.035
20.10.2022	09:09:09.662	230.644	232.541	233.684	0.013	399.654	404.541	402.751	70.206	31.758	36.855	46.949	29755.211	2414.205	29852.990	50.105	2.036
20.10.2022	09:09:09.672	230.336	232.210	233.257	0.012	399.174	403.839	402.088	69.170	31.611	36.132	46.136	29157.500	2489.405	29263.576	50.127	2.496
20.10.2022	09:09:09.682	230.399	232.754	233.307	0.012	399.847	404.478	401.916	69.163	32.854	36.312	45.763	30274.717	2278.025	30360.301	50.154	2.563
20.10.2022	09:09:09.692	230.205	232.717	233.471	0.012	399.456	404.766	401.903	68.513	31.714	38.657	45.346	29454.545	2376.448	29550.258	50.185	2.448
20.10.2022	09:09:09.702	229.941	231.965	232.741	0.013	398.721	403.209	401.168	68.047	30.691	37.192	44.706	28991.523	2415.682	29091.990	50.205	2.883
20.10.2022	09:09:09.712	230.103	232.306	232.739	0.013	399.306	403.496	401.166	69.185	31.388	36.686	44.689	30225.041	2355.678	30316.701	50.229	2.522
20.10.2022	09:09:09.722	229.683	232.159	232.630	0.013	398.715	403.461	400.621	67.838	31.556	37.747	43.165	28963.938	2582.365	29078.828	50.247	2.195
20.10.2022	09:09:09.732	229.484	231.729	232.141	0.012	398.289	402.507	400.064	67.689	31.996	36.757	42.776	29808.320	2468.287	29910.338	50.261	2.151
20.10.2022	09:09:09.742	229.606	231.830	232.287	0.012	398.449	402.721	400.330	68.809	31.752	37.272	43.486	29660.773	2699.538	29783.367	50.280	1.620
20.10.2022	09:09:09.752	229.309	231.538	231.952	0.012	397.967	402.175	399.756	67.802	31.862	36.800	42.475	29120.664	2877.960	29262.529	50.290	1.634
20.10.2022	09:09:09.762	229.408	231.819	231.833	0.012	398.482	402.298	399.572	67.828	33.099	36.810	42.155	30095.293	2850.619	30229.996	50.302	1.455
20.10.2022	09:09:09.772	229.310	231.760	232.004	0.012	398.207	402.489	399.680	67.423	33.049	38.399	41.749	29675.938	2773.112	29805.225	50.320	1.132
20.10.2022	09:09:09.782	229.071	231.001	231.421	0.012	397.411	401.058	399.167	67.314	33.135	36.957	41.708	29471.035	3281.394	29653.152	50.325	1.527
20.10.2022	09:09:09.792	229.345	231.403	231.416	0.012	398.189	401.341	399.269	68.691	33.775	37.007	42.521	30858.641	2590.832	30967.209	50.335	1.162
20.10.2022	09:09:09.802	229.078	231.375	231.438	0.013	397.829	401.512	398.985	67.654	34.148	38.240	41.579	29854.707	3037.530	30008.834	50.342	0.761
20.10.2022	09:09:09.812	228.958	230.848	231.047	0.012	397.307	400.513	398.707	67.210	34.462	37.298	41.304	30243.184	3038.504	30395.438	50.341	0.816
20.10.2022	09:09:09.822	229.216	231.007	231.269	0.012	397.659	400.794	399.181	68.575	34.354	37.788	42.576	30710.035	3021.311	30858.299	50.345	0.270
20.10.2022	09:09:09.832	229.017	230.828	231.148	0.012	397.315	400.570	398.885	68.222	34.952	37.421	42.181	30127.328	3358.454	30313.941	50.340	0.162
20.10.2022	09:09:09.842	229.278	231.193	231.185	0.012	397.997	400.860	399.062	68.394	35.520	37.521	42.234	30977.168	3116.899	31133.584	50.335	-0.048
20.10.2022	09:09:09.852	229.361	231.305	231.580	0.012	397.983	401.414	399.542	68.274	34.782	39.396	42.499	30577.600	3202.255	30744.820	50.336	-0.499
20.10.2022	09:09:09.862	229.233	230.707	231.323	0.012	397.314	400.506	399.414	68.578	34.614	38.010	42.778	30427.512	3288.955	30604.750	50.327	-0.189
20.10.2022	09:09:09.872	229.756	231.321	231.526	0.012	398.508	401.118	399.932	70.233	35.112	37.384	43.910	31426.658	3206.464	31589.811	50.324	-0.379
20.10.2022	09:09:09.882	229.669	231.502	231.767	0.012	398.482	401.674	399.983	69.210	35.514	38.388	43.006	30594.176	3153.043	30756.223	50.318	-0.613
20.10.2022	09:09:09.892	229.622	231.098	231.616	0.012	398.049	401.057	399.988	69.132	35.425	37.795	42.640	31063.355	3311.986	31239.418	50.308	-0.480
20.10.2022	09:09:09.902	230.064	231.450	231.993	0.012	398.747	401.639	400.736	70.531	35.407	38.378	43.734	31568.934	3175.565	31728.250	50.306	-0.784
20.10.2022	09:09:09.912	230.017	231.503	232.042	0.012	398.748	401.804	400.667	70.000	36.269	37.962	43.130	30962.629	3357.277	31144.111	50.295	-0.624
20.10.2022	09:09:09.922	230.369	231.966	232.178	0.013	399.583	402.260	401.024	70.437	36.076	38.219	43.200	31820.035	3280.523	31988.693	50.287	-0.676
20.10.2022	09:09:09.932	230.525	232.143	232.626	0.013	399.697	402.909	401.614	70.228	35.257	39.892	43.298	31255.512	3384.339	31438.205	50.288	-0.926
20.10.2022	09:09:09.942	230.379	231.476	232.384	0.012	398.966	401.957	401.467	70.130	36.795	38.183	43.282	31696.973	3161.921	31854.289	50.280	-0.355
20.10.2022	09:09:09.952	230.937	231.937	232.495	0.012	400.121	402.263	401.963	71.627	39.770	37.618	42.443	33322.574	3629.548	33519.660	50.277	-0.377
20.10.2022	09:09:09.962	230.815	232.057	232.665	0.012	400.035	402.700	401.902	70.422	41.282	38.657	39.196	32351.918	3767.504	32570.549	50.273	-0.512
20.10.2022	09:09:09.972	230.641	231.572	232.479	0.012	399.382	402.027	401.766	70.261	40.724	38.037	38.975	32705.490	3724.262	32916.855	50.263	-0.354
20.10.2022	09:09:09.982	231.059	231.886	232.768	0.012	400.063	402.470	402.411	71.643	40.958	38.667	40.156	33428.008	3733.052	33635.805	50.260	-0.732
20.10.2022	09:09:09.992	230.932	231.883	232.702	0.012	399.977	402.484	402.143	70.622	42.201	38.035	39.149	32462.021	3770.888	32680.307	50.251	-0.611
20.10.2022	09:09:10.002	231.104	232.119	232.688	0.013	400.431	402.614	402.241	70.462	41.289	38.253	39.036	33103.789	3778.894	33318.777	50.245	-0.615
20.10.2022	09:09:10.012	231.157	232.236	233.000	0.012	400.430	403.097	402.594	70.043	40.343	40.252	39.051	32715.428	3638.681	32917.156	50.246	-0.781
20.10.2022	09:09:10.022	230.872	231.648	232.678	0.012	399.629	402.226	402.196	69.844	40.150	38.528	38.985	32052.371	4033.652	32305.182	50.238	-0.247
20.10.2022	09:09:10.032	231.252	232.026	232.659	0.012	400.512	402.387	402.430	71.025	39.846	37.804	40.215	32968.656	3397.250	33143.230	50.238	-0.334
20.10.2022	09:09:10.042	230.992	232.095	232.691	0.012	400.277	402.671	402.106	69.542	40.317	38.533	39.141	31859.947	3818.690	32087.982	50.235	-0.388
20.10.2022	09:09:10.052	230.648	231.469	232.374	0.013	399.338	401.787	401.698	69.086	39.425	37.730	38.809	31956.568	3487.130	32146.264	50.228	-0.162
20.10.2022	09:09:10.062	230.990	231.687	232.497	0.013	399.910	401.976	402.123	70.052	39.469	38.400	39.850	32714.457	3501.946	32901.355	50.229	-0.493
20.10.2022	09:09:10.072	230.747	231.683	232.314	0.012	399.742	401.901	401.620	69.389	40.646	37.934	39.205	31919.619	3507.674	32111.771	50.223	-0.288
20.10.2022	09:09:10.082	230.742	231.637	232.190	0.012	399.732	401.711	401.516	69.500	39.225	38.221	39.506	32254.738	3554.525	32450.004	50.221	-0.253
