Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 20.10.2022	08:12:16.000 - 20.10.2022	14:44:35.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
20.10.2022	14:08:02.107	232.308	231.219	231.902	0.008	401.770	400.479	402.208	71.077	38.694	63.049	29.313	-38433.680	-3917.932	38632.859	50.122	-0.050
20.10.2022	14:08:02.117	232.152	230.608	231.349	0.008	401.220	399.216	401.732	71.648	38.881	64.277	28.456	-38573.688	-3360.535	38719.793	50.121	0.433
20.10.2022	14:08:02.127	232.379	231.043	231.509	0.008	401.881	399.755	401.955	70.004	39.202	63.970	28.575	-37664.469	-4143.714	37891.719	50.127	0.264
20.10.2022	14:08:02.137	232.052	231.004	231.563	0.008	401.425	399.974	401.652	71.222	39.381	63.417	28.259	-38993.375	-3268.038	39130.082	50.130	0.262
20.10.2022	14:08:02.147	231.990	230.766	231.275	0.008	401.270	399.392	401.370	71.005	39.166	64.503	28.701	-37924.816	-3975.808	38132.648	50.130	0.469
20.10.2022	14:08:02.157	232.142	230.847	231.502	0.008	401.411	399.654	401.765	70.058	38.519	63.199	29.080	-37654.043	-3627.285	37828.352	50.138	0.148
20.10.2022	14:08:02.167	231.913	230.554	231.189	0.008	400.998	399.089	401.297	71.002	37.749	63.409	29.069	-38121.461	-3011.223	38240.207	50.137	0.408
20.10.2022	14:08:02.177	232.120	231.115	231.377	0.008	401.762	399.832	401.444	70.049	37.804	63.782	29.993	-37244.449	-3668.025	37424.637	50.141	0.358
20.10.2022	14:08:02.187	232.051	231.181	231.725	0.009	401.536	400.372	401.729	70.572	38.330	62.584	29.245	-38191.859	-2967.980	38307.012	50.149	0.146
20.10.2022	14:08:02.197	231.888	230.554	231.184	0.008	400.951	399.107	401.273	70.963	38.746	64.099	28.154	-38547.406	-2434.875	38624.230	50.150	0.603
20.10.2022	14:08:02.207	232.125	230.968	231.360	0.008	401.597	399.633	401.535	69.536	39.058	63.938	28.505	-37599.379	-3257.978	37740.266	50.158	0.441
20.10.2022	14:08:02.217	231.821	230.905	231.420	0.008	401.141	399.814	401.277	70.712	38.832	63.494	28.428	-38768.313	-2434.641	38844.684	50.162	0.422
20.10.2022	14:08:02.227	231.780	230.703	231.158	0.008	401.022	399.293	401.041	70.296	38.714	64.718	28.764	-37856.277	-3001.064	37975.043	50.163	0.608
20.10.2022	14:08:02.237	231.959	230.856	231.443	0.009	401.227	399.695	401.505	69.531	39.006	63.433	28.523	-37980.277	-2885.936	38089.762	50.171	0.269
20.10.2022	14:08:02.247	231.766	230.575	231.148	0.009	400.856	399.145	401.092	70.667	38.641	63.710	28.085	-38353.719	-2500.960	38435.176	50.171	0.455
20.10.2022	14:08:02.257	231.978	231.060	231.284	0.009	401.577	399.742	401.218	69.839	38.188	63.977	29.268	-37356.555	-2998.151	37476.672	50.175	0.389
20.10.2022	14:08:02.267	231.935	231.092	231.623	0.009	401.357	400.224	401.525	70.912	38.346	62.717	29.106	-38427.613	-2714.833	38523.395	50.183	0.214
20.10.2022	14:08:02.277	231.824	230.510	231.138	0.009	400.870	399.035	401.161	71.393	38.599	64.860	28.520	-38802.047	-2056.351	38856.496	50.182	0.623
20.10.2022	14:08:02.287	232.088	230.917	231.338	0.009	401.532	399.551	401.490	70.003	38.842	65.314	29.009	-38107.340	-3114.150	38234.371	50.187	0.324
20.10.2022	14:08:02.297	231.814	230.844	231.372	0.009	401.102	399.694	401.235	71.494	38.463	63.969	29.250	-38696.289	-2374.148	38769.051	50.189	0.198
20.10.2022	14:08:02.307	231.809	230.716	231.122	0.009	401.088	399.274	401.005	71.239	38.307	63.985	29.671	-37821.910	-3033.929	37943.398	50.186	0.345
20.10.2022	14:08:02.317	232.006	230.917	231.446	0.009	401.346	399.769	401.504	70.408	38.818	62.521	29.051	-37896.906	-2873.650	38005.703	50.191	-0.050
20.10.2022	14:08:02.327	231.825	230.647	231.202	0.008	400.976	399.279	401.161	71.174	38.563	62.984	28.617	-38266.492	-2583.201	38353.582	50.188	0.121
20.10.2022	14:08:02.337	232.086	231.188	231.411	0.008	401.772	399.981	401.411	70.119	38.193	63.828	29.596	-37476.992	-3089.021	37604.078	50.189	0.083
20.10.2022	14:08:02.347	232.069	231.213	231.753	0.008	401.571	400.438	401.763	71.025	38.389	62.931	29.218	-38460.859	-2791.795	38562.055	50.194	-0.109
