Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 10.08.2022	08:21:31.000 - 10.08.2022	17:23:49.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
10.08.2022	14:50:55.697	231.771	232.458	233.517	0.008	400.993	404.110	403.326	16.781	27.312	20.934	25.353	-13283.798	-2898.938	13596.438	50.017	2.709
10.08.2022	14:50:55.707	231.410	232.489	233.588	0.008	400.607	404.434	402.941	16.773	26.848	21.061	24.285	-12399.079	-3009.531	12759.093	50.045	2.984
10.08.2022	14:50:55.717	231.276	232.023	233.453	0.007	399.957	403.844	402.907	16.237	27.315	20.693	25.256	-12747.073	-2620.519	13013.646	50.071	2.722
10.08.2022	14:50:55.727	230.784	231.517	232.742	0.007	399.217	402.734	401.796	16.654	27.537	21.245	24.354	-13166.955	-3151.025	13538.747	50.105	2.981
10.08.2022	14:50:55.737	230.729	231.844	232.924	0.007	399.428	403.358	401.748	16.883	27.020	21.177	24.977	-12160.570	-2821.276	12483.552	50.127	2.763
10.08.2022	14:50:55.747	230.420	231.378	232.849	0.007	398.549	402.952	401.559	16.652	27.345	20.645	26.115	-12774.074	-2879.051	13094.499	50.152	2.360
10.08.2022	14:50:55.757	230.124	231.017	232.385	0.008	398.065	402.161	400.891	17.023	27.734	21.535	25.105	-13066.170	-2729.390	13348.197	50.180	2.675
10.08.2022	14:50:55.767	230.291	231.111	232.443	0.008	398.332	402.226	401.112	16.976	27.799	21.917	25.353	-12609.217	-2959.437	12951.857	50.196	2.235
10.08.2022	14:50:55.777	229.895	230.801	232.130	0.007	397.696	401.748	400.461	17.247	28.165	22.136	25.280	-13715.546	-2851.002	14008.726	50.219	1.951
10.08.2022	14:50:55.787	229.780	231.062	232.203	0.007	397.831	402.193	400.261	17.496	27.920	22.070	24.957	-12525.516	-3551.550	13019.295	50.238	2.096
10.08.2022	14:50:55.797	229.935	231.014	232.426	0.007	397.806	402.309	400.743	16.905	28.273	21.397	26.269	-12942.684	-2837.800	13250.138	50.253	1.713
10.08.2022	14:50:55.807	229.686	230.714	231.934	0.007	397.458	401.546	400.049	16.701	28.697	21.682	25.598	-13086.549	-3029.959	13432.736	50.275	1.881
10.08.2022	14:50:55.817	229.914	230.906	232.024	0.008	398.138	401.605	400.188	16.380	24.909	21.951	21.114	-10419.013	-5055.915	11580.937	50.288	1.778
10.08.2022	14:50:55.827	230.153	230.364	231.976	0.007	398.156	400.665	400.504	16.192	17.099	21.442	20.740	-4836.828	-4615.320	6685.513	50.303	1.411
10.08.2022	14:50:55.837	230.411	230.049	231.468	0.008	398.502	399.556	400.290	17.163	12.303	22.266	24.715	-4803.950	-4106.911	6320.179	50.321	1.669
10.08.2022	14:50:55.847	230.840	230.424	231.683	0.008	399.305	399.988	400.817	17.228	12.810	22.273	25.174	-4425.342	-4392.108	6234.923	50.321	0.895
10.08.2022	14:50:55.857	230.584	230.178	231.542	0.008	398.811	399.705	400.481	17.034	12.797	22.205	25.197	-5386.745	-3330.117	6332.985	50.323	0.060
10.08.2022	14:50:55.867	230.507	230.140	231.306	0.008	398.816	399.439	400.131	17.194	13.518	22.388	25.942	-4691.818	-3943.720	6129.118	50.322	0.033
10.08.2022	14:50:55.877	230.666	230.015	231.441	0.008	398.771	399.374	400.535	16.719	12.714	21.521	25.516	-4675.039	-2829.145	5464.435	50.314	-0.445
