Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 03.11.2022	09:26:23.000 - 03.11.2022	16:11:22.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
03.11.2022	15:44:04.077	231.056	230.574	232.033	0.011	399.722	400.184	401.498	34.460	34.841	34.704	34.416	-1686.230	19300.895	19374.412	50.054	0.442
03.11.2022	15:44:04.087	231.036	230.707	232.053	0.011	399.845	400.360	401.430	33.337	35.600	35.540	35.468	364.861	19195.605	19199.072	50.056	0.265
03.11.2022	15:44:04.097	231.071	230.620	232.178	0.011	399.708	400.381	401.673	34.981	34.579	35.163	34.948	-1720.327	19978.086	20052.018	50.060	0.133
03.11.2022	15:44:04.107	231.016	230.515	231.993	0.011	399.625	400.090	401.451	33.916	34.220	35.458	34.983	-2196.568	18178.484	18310.711	50.058	0.293
03.11.2022	15:44:04.117	231.218	231.057	232.302	0.011	400.295	400.953	401.741	32.433	34.729	34.958	35.339	400.277	18781.623	18785.889	50.063	0.088
03.11.2022	15:44:04.127	231.094	230.929	232.382	0.011	399.968	400.967	401.756	33.873	33.406	35.035	34.731	-2544.689	18868.449	19039.271	50.070	0.176
03.11.2022	15:44:04.137	231.006	230.614	232.080	0.011	399.684	400.303	401.481	33.873	34.209	35.408	35.229	-932.251	18649.309	18672.594	50.074	0.586
03.11.2022	15:44:04.147	231.107	230.687	232.083	0.011	399.881	400.330	401.563	35.052	35.235	34.575	35.034	168.502	19810.057	19810.773	50.080	0.524
03.11.2022	15:44:04.157	230.851	230.509	231.854	0.011	399.521	400.007	401.099	35.383	35.113	35.495	35.061	-1634.444	19475.670	19544.133	50.082	0.518
03.11.2022	15:44:04.167	230.781	230.561	231.816	0.011	399.519	400.057	400.954	34.627	36.489	36.317	35.623	374.525	19899.838	19903.361	50.084	0.400
03.11.2022	15:44:04.177	230.759	230.397	231.884	0.011	399.253	399.965	401.108	36.515	36.108	36.188	34.544	-1314.915	20925.850	20967.121	50.086	0.185
03.11.2022	15:44:04.187	230.669	230.213	231.634	0.011	399.087	399.516	400.815	35.522	35.603	36.933	34.848	-2223.866	19038.711	19168.152	50.084	0.240
03.11.2022	15:44:04.197	230.860	230.703	231.917	0.011	399.713	400.291	401.086	33.888	35.708	36.243	35.819	337.614	19201.908	19204.875	50.087	-0.010
