Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 21.07.2022	07:37:46.000 - 21.07.2022	13:36:41.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
21.07.2022	13:16:07.320	230.914	231.139	231.247	0.005	400.087	400.484	400.201	140.443	134.362	136.059	6.873	-93115.234	15019.814	94318.828	50.098	-0.752
21.07.2022	13:16:07.330	230.896	231.015	231.400	0.005	399.843	400.526	400.423	140.601	135.075	135.399	6.976	-94332.578	14773.270	95482.375	50.093	-0.804
21.07.2022	13:16:07.340	230.946	231.016	231.290	0.005	399.971	400.367	400.351	140.996	134.970	136.099	6.495	-93653.563	14432.164	94759.055	50.091	-0.375
21.07.2022	13:16:07.350	231.282	231.176	231.460	0.005	400.450	400.550	400.843	139.732	134.453	136.234	6.113	-93709.391	15059.754	94911.781	50.082	-0.566
21.07.2022	13:16:07.360	231.122	231.089	231.282	0.005	400.261	400.338	400.508	140.881	135.018	136.330	6.158	-94424.695	14157.846	95480.195	50.080	-0.551
21.07.2022	13:16:07.370	231.217	231.488	231.613	0.005	400.638	401.123	400.773	140.875	134.000	135.767	6.155	-93311.125	14277.936	94397.164	50.075	-0.358
21.07.2022	13:16:07.380	231.449	231.445	231.868	0.005	400.708	401.236	401.361	139.695	134.380	134.940	6.383	-93800.297	14089.834	94852.617	50.068	-0.560
21.07.2022	13:16:07.390	231.425	231.419	231.640	0.005	400.776	400.959	401.088	140.187	134.677	135.521	6.335	-94038.258	13192.650	94959.148	50.068	-0.333
21.07.2022	13:16:07.400	231.738	231.971	232.135	0.005	401.488	401.993	401.695	139.366	133.108	134.823	6.488	-92880.672	13035.577	93790.969	50.062	-0.322
21.07.2022	13:16:07.410	231.754	231.919	232.358	0.005	401.327	402.177	401.996	139.222	133.690	134.041	6.590	-94042.938	12365.270	94852.375	50.062	-0.291
21.07.2022	13:16:07.420	231.829	231.995	232.332	0.005	401.520	402.191	402.005	139.759	133.620	134.793	6.177	-93655.531	11762.308	94391.258	50.065	0.161
21.07.2022	13:16:07.430	232.174	232.157	232.514	0.005	402.005	402.382	402.522	138.434	133.144	134.842	5.830	-93447.547	12144.496	94233.391	50.063	0.031
21.07.2022	13:16:07.440	231.972	232.066	232.325	0.005	401.766	402.180	402.130	139.072	133.541	134.827	5.926	-94075.242	11146.969	94733.344	50.067	0.108
21.07.2022	13:16:07.450	231.996	232.399	232.596	0.005	402.019	402.859	402.285	139.378	132.544	134.541	6.056	-93231.508	11593.385	93949.563	50.068	0.278
21.07.2022	13:16:07.460	232.117	232.202	232.706	0.005	401.866	402.693	402.662	138.460	133.264	134.072	6.317	-93732.469	11472.022	94431.898	50.069	0.088
21.07.2022	13:16:07.470	231.964	232.066	232.378	0.005	401.717	402.249	402.185	138.893	133.524	134.554	6.433	-93717.906	10713.549	94328.289	50.076	0.368
21.07.2022	13:16:07.480	232.153	232.513	232.765	0.005	402.233	403.105	402.586	138.176	131.962	134.002	6.491	-92789.641	10647.291	93398.516	50.075	0.294
21.07.2022	13:16:07.490	232.017	232.285	232.793	0.005	401.803	402.952	402.586	138.292	132.658	133.327	6.657	-93741.266	10228.886	94297.695	50.080	0.231
21.07.2022	13:16:07.500	231.894	232.204	232.595	0.006	401.684	402.698	402.263	138.580	132.739	134.048	6.238	-93258.125	9977.189	93790.313	50.089	0.684
21.07.2022	13:16:07.510	232.061	232.199	232.598	0.005	401.871	402.595	402.463	137.641	132.491	134.316	5.960	-93315.203	10694.082	93925.984	50.091	0.523
21.07.2022	13:16:07.520	231.703	231.914	232.221	0.005	401.341	402.041	401.783	138.593	132.962	134.361	6.067	-93681.383	9850.027	94197.789	50.098	0.485
21.07.2022	13:16:07.530	231.635	232.186	232.484	0.005	401.425	402.695	401.853	138.620	131.719	133.731	6.139	-92631.219	10156.552	93186.359	50.103	0.603
21.07.2022	13:16:07.540	231.722	231.992	232.634	0.005	401.212	402.593	402.240	137.493	132.287	133.132	6.412	-93161.438	9793.497	93674.789	50.107	0.414
21.07.2022	13:16:07.550	231.530	231.789	232.224	0.005	400.987	402.001	401.665	138.103	132.479	133.817	6.508	-93233.180	8918.394	93658.766	50.116	0.667
21.07.2022	13:16:07.560	231.673	232.218	232.583	0.005	401.442	402.832	401.990	137.432	130.974	133.252	6.650	-92222.234	8931.325	92653.703	50.121	0.705
21.07.2022	13:16:07.570	231.543	232.057	232.708	0.005	401.040	402.865	402.071	137.385	131.611	132.353	6.946	-93101.891	8283.275	93469.648	50.132	0.791
