Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 13.10.2022	07:31:15.000 - 13.10.2022	17:28:18.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
13.10.2022	11:25:32.662	230.571	232.839	233.297	0.011	400.153	404.718	401.817	33.340	13.842	19.914	37.661	7972.117	4869.345	9341.583	50.020	0.199
13.10.2022	11:25:32.672	230.891	233.807	233.882	0.011	401.313	406.315	402.306	33.805	14.422	20.206	37.913	9530.520	5237.320	10874.756	50.044	0.768
13.10.2022	11:25:32.682	230.954	234.133	234.406	0.011	401.444	407.276	402.796	33.580	13.596	21.961	37.929	8468.986	4798.312	9733.834	50.080	1.681
13.10.2022	11:25:32.692	230.990	234.125	234.216	0.011	401.588	407.008	402.638	33.906	13.474	20.578	38.082	8972.624	4527.025	10049.973	50.113	3.012
13.10.2022	11:25:32.702	231.128	234.459	234.549	0.011	401.988	407.528	403.112	42.986	12.875	20.191	45.603	13909.627	3249.078	14284.056	50.158	3.465
13.10.2022	11:25:32.712	230.684	234.173	234.222	0.011	401.322	407.060	402.412	48.155	13.873	25.521	44.436	18339.988	4280.891	18832.980	50.196	3.905
13.10.2022	11:25:32.722	230.521	234.132	233.572	0.011	401.393	406.505	401.416	47.401	16.533	30.982	37.121	19403.561	5235.574	20097.498	50.230	4.139
13.10.2022	11:25:32.732	230.502	234.322	233.646	0.011	401.519	406.845	401.375	48.579	15.648	33.294	38.813	19507.625	5404.759	20242.500	50.271	3.633
13.10.2022	11:25:32.742	230.192	234.079	233.157	0.011	401.148	406.188	400.598	47.447	15.714	32.659	38.074	18498.250	5335.470	19252.336	50.305	3.790
13.10.2022	11:25:32.752	230.068	234.167	232.733	0.011	401.350	405.870	399.915	46.631	16.585	32.041	37.174	18788.154	6469.648	19870.861	50.343	3.791
13.10.2022	11:25:32.762	229.506	233.544	232.192	0.011	400.201	404.953	398.990	45.688	15.115	37.808	37.419	19996.402	6166.472	20925.617	50.382	3.575
13.10.2022	11:25:32.772	228.778	232.329	231.141	0.010	398.511	402.832	397.613	47.155	15.145	41.376	37.479	21368.359	6587.445	22360.707	50.405	3.871
13.10.2022	11:25:32.782	228.590	232.122	230.800	0.010	398.287	402.265	397.129	51.165	16.724	41.756	37.497	23477.053	6103.803	24257.543	50.419	3.146
13.10.2022	11:25:32.792	228.124	231.725	230.470	0.010	397.507	401.693	396.415	50.113	17.751	42.370	35.307	22341.736	6109.206	23161.941	50.424	1.863
13.10.2022	11:25:32.802	227.830	231.109	229.983	0.011	396.739	400.573	395.883	50.231	18.321	41.622	35.289	23286.773	6077.020	24066.656	50.422	0.971
13.10.2022	11:25:32.812	227.958	231.137	230.054	0.011	396.878	400.614	396.095	51.321	18.335	42.486	36.101	23392.811	5739.808	24086.697	50.423	0.155
13.10.2022	11:25:32.822	227.769	230.977	230.019	0.011	396.551	400.521	395.852	50.823	19.096	42.443	34.175	23311.232	4278.225	23700.564	50.418	-0.048
13.10.2022	11:25:32.832	228.004	231.343	230.206	0.011	397.159	401.015	396.116	51.551	20.051	42.915	33.285	24246.309	4145.485	24598.141	50.414	-0.219
13.10.2022	11:25:32.842	228.011	231.342	230.301	0.011	397.070	401.122	396.271	51.150	19.297	44.247	34.635	23598.105	5700.725	24276.920	50.416	-0.461
13.10.2022	11:25:32.852	227.823	230.703	229.814	0.011	396.369	399.923	395.894	51.389	18.926	42.962	36.008	23706.678	5486.135	24333.191	50.411	-0.099
13.10.2022	11:25:32.862	228.227	231.147	229.960	0.011	397.263	400.350	396.294	53.325	19.684	42.873	36.811	24871.945	5738.676	25525.400	50.409	-0.141
13.10.2022	11:25:32.872	228.197	231.338	230.181	0.011	397.327	400.862	396.379	52.027	20.096	43.320	36.248	23462.551	5476.079	24093.125	50.404	-0.374
13.10.2022	11:25:32.882	228.217	231.082	230.100	0.011	397.099	400.451	396.469	51.898	19.706	43.138	35.956	24580.664	5671.033	25226.369	50.395	-0.393
13.10.2022	11:25:32.892	228.712	231.482	230.506	0.011	397.900	401.092	397.281	53.363	19.927	43.872	37.212	24499.746	5792.694	25175.244	50.392	-0.706
13.10.2022	11:25:32.902	228.843	231.710	230.643	0.011	398.258	401.454	397.422	52.304	20.805	43.039	36.507	23932.199	5928.172	24655.494	50.383	-0.602
13.10.2022	11:25:32.912	229.226	232.140	230.846	0.011	399.053	401.931	397.910	52.906	20.468	43.463	36.910	25039.848	5696.381	25679.617	50.378	-0.602
13.10.2022	11:25:32.922	229.491	232.369	231.327	0.011	399.339	402.618	398.622	53.037	20.216	45.430	37.497	24894.383	5976.747	25601.791	50.379	-0.666
13.10.2022	11:25:32.932	229.562	232.153	231.324	0.011	399.195	402.330	398.798	53.172	19.858	43.933	37.396	24098.959	5949.811	24822.572	50.372	-0.166
13.10.2022	11:25:32.942	230.221	232.796	231.589	0.010	400.531	402.977	399.532	54.625	20.242	44.064	38.585	25871.352	5919.598	26539.941	50.370	-0.328
13.10.2022	11:25:32.952	230.325	233.127	231.879	0.011	400.867	403.666	399.761	53.411	21.568	45.741	37.713	25051.027	5738.578	25699.908	50.367	-0.488
13.10.2022	11:25:32.962	230.396	232.989	231.935	0.010	400.749	403.534	399.992	53.495	20.331	45.247	37.796	25094.418	6150.049	25837.045	50.362	-0.221
13.10.2022	11:25:32.972	231.014	233.479	232.345	0.010	401.785	404.214	400.905	54.418	20.081	45.734	38.802	25484.180	6108.175	26205.977	50.363	-0.407
13.10.2022	11:25:32.982	231.142	233.686	232.436	0.010	402.140	404.502	401.001	53.445	21.765	45.084	37.780	25110.508	5916.691	25798.154	50.361	-0.211
13.10.2022	11:25:32.992	231.424	233.845	232.572	0.010	402.562	404.674	401.406	54.134	20.932	45.245	38.008	25802.129	5774.208	26440.336	50.362	-0.022
13.10.2022	11:25:33.002	231.677	234.037	232.955	0.010	402.850	405.211	402.015	53.787	20.398	46.713	38.359	25489.051	5993.764	26184.287	50.369	-0.053
13.10.2022	11:25:33.012	231.577	233.694	232.778	0.010	402.461	404.663	401.878	53.474	20.168	44.743	37.799	24431.125	6068.080	25173.428	50.370	0.419
13.10.2022	11:25:33.022	231.964	233.896	232.803	0.010	403.124	404.688	402.255	54.977	20.053	44.105	38.533	25846.682	6097.654	26556.211	50.375	0.374
13.10.2022	11:25:33.032	231.871	234.005	232.845	0.010	403.122	404.938	402.106	53.606	21.325	45.273	37.277	25096.307	5817.173	25761.678	50.380	0.291
