Messdaten Export		Seriennummer: 2008-208

Messung: , , , , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 21.07.2022	07:37:46.000 - 21.07.2022	13:36:41.000

Datum	Zeit	UL1	UL2	UL3	UNE	U12	U23	U31	I1	I2	I3	IN	P(H1)	Q(H1)	S(H1)	F	DFDT
21.07.2022	10:17:51.888	230.637	231.182	231.462	0.005	399.665	400.898	400.168	37.664	35.503	36.273	3.257	-23770.637	7490.123	24922.783	50.016	0.071
21.07.2022	10:17:51.898	230.791	231.035	231.650	0.005	399.564	400.859	400.645	36.897	35.915	35.705	3.619	-23636.996	7314.017	24742.725	50.012	-0.222
21.07.2022	10:17:51.908	230.657	230.773	231.217	0.005	399.345	400.139	400.147	37.304	36.223	36.049	3.657	-24366.686	7002.859	25353.016	50.015	-0.033
21.07.2022	10:17:51.918	230.878	231.354	231.618	0.005	400.046	401.150	400.519	36.733	34.686	35.570	3.557	-22514.082	7094.979	23605.564	50.010	-0.135
21.07.2022	10:17:51.928	230.841	231.257	231.921	0.005	399.723	401.406	400.878	36.775	35.311	34.710	3.712	-24241.824	7173.438	25280.906	50.010	-0.271
21.07.2022	10:17:51.938	230.828	231.092	231.587	0.005	399.711	400.833	400.576	37.571	36.189	36.025	3.472	-24023.137	6864.379	24984.611	50.012	0.134
21.07.2022	10:17:51.948	231.141	231.323	231.762	0.005	400.246	401.117	401.002	36.503	35.622	35.913	3.128	-23435.418	7266.549	24536.127	50.008	-0.087
21.07.2022	10:17:51.958	230.909	231.160	231.601	0.005	399.876	400.875	400.654	37.337	35.873	35.688	3.097	-24343.412	7044.841	25342.285	50.011	-0.038
21.07.2022	10:17:51.968	230.920	231.402	231.698	0.005	400.108	401.263	400.640	37.397	35.125	35.928	3.293	-23258.820	7114.402	24322.570	50.010	0.114
21.07.2022	10:17:51.978	231.095	231.304	231.937	0.005	400.059	401.324	401.175	36.365	35.839	35.603	3.698	-23846.311	7681.886	25053.102	50.007	-0.223
21.07.2022	10:17:51.988	230.975	231.088	231.533	0.005	399.894	400.683	400.700	37.533	36.429	36.312	3.699	-24424.613	7085.965	25431.725	50.009	-0.062
21.07.2022	10:17:51.998	231.214	231.668	231.931	0.005	400.614	401.682	401.089	36.958	34.863	35.883	3.659	-22882.449	7074.182	23951.004	50.003	-0.210
21.07.2022	10:17:52.008	231.130	231.502	232.151	0.005	400.206	401.787	401.338	36.566	35.370	34.743	3.796	-23918.113	7178.652	24972.168	50.003	-0.280
21.07.2022	10:17:52.018	231.097	231.328	231.815	0.005	400.165	401.213	401.013	37.293	35.812	35.907	3.461	-24034.691	6810.366	24980.941	50.007	0.192
21.07.2022	10:17:52.028	231.371	231.499	231.924	0.005	400.623	401.377	401.351	36.716	35.611	36.207	3.132	-23555.816	7729.668	24791.617	50.002	-0.074
21.07.2022	10:17:52.038	231.068	231.289	231.727	0.005	400.133	401.081	400.907	37.331	35.918	35.673	3.138	-24217.580	6688.139	25124.141	50.004	-0.155
21.07.2022	10:17:52.048	231.049	231.551	231.827	0.005	400.353	401.508	400.853	37.436	35.246	35.946	3.342	-23585.957	7261.217	24678.383	50.002	0.015
21.07.2022	10:17:52.058	231.190	231.384	231.986	0.005	400.234	401.417	401.294	36.480	35.606	35.289	3.679	-23490.633	7079.768	24534.322	49.999	-0.235
21.07.2022	10:17:52.068	231.037	231.154	231.578	0.005	400.017	400.776	400.781	37.240	36.259	36.068	3.639	-24615.852	7110.697	25622.297	50.001	-0.235
21.07.2022	10:17:52.078	231.216	231.665	231.924	0.005	400.617	401.669	401.084	37.107	35.124	36.065	3.617	-22945.049	7114.118	24022.613	49.995	-0.050
21.07.2022	10:17:52.088	231.122	231.474	232.108	0.005	400.188	401.711	401.297	36.857	35.568	34.761	3.804	-24152.129	6873.886	25111.264	49.995	-0.202
21.07.2022	10:17:52.098	231.055	231.267	231.734	0.005	400.089	401.074	400.910	37.149	35.870	35.637	3.484	-23670.141	6906.089	24657.041	49.998	-0.303
21.07.2022	10:17:52.108	231.342	231.425	231.869	0.005	400.532	401.246	401.299	36.321	35.316	35.942	3.112	-23589.045	7267.358	24683.143	49.993	-0.083
21.07.2022	10:17:52.118	231.072	231.264	231.687	0.005	400.132	401.004	400.880	37.411	36.028	35.910	3.189	-24425.320	7105.941	25437.977	49.995	-0.002
21.07.2022	10:17:52.128	231.046	231.533	231.815	0.005	400.336	401.474	400.846	37.529	35.272	35.881	3.437	-23378.875	6842.313	24359.578	49.993	-0.006
21.07.2022	10:17:52.138	231.221	231.400	232.015	0.005	400.270	401.451	401.355	36.450	35.696	35.434	3.709	-23855.094	7256.576	24934.381	49.990	-0.229
21.07.2022	10:17:52.148	231.074	231.158	231.564	0.005	400.072	400.740	400.809	37.148	36.071	35.901	3.660	-24137.459	6628.604	25031.086	49.993	-0.021
