Messdaten Export PQ-Box 300		Seriennummer: 2008-208

Messung: 20220712_0755_000, 2022-06-30_Linda2.0_Netz, Bliensbach1207, , , 

Intervall: 1 sec
Spannung: 229.999 V


Datum/Zeit: 12.07.2022	07:55:10.000 - 12.07.2022	13:34:52.000

Datum	Zeit	'P_L1_[W]'	'P_L1_[W]'_abs	'P_L2_[W]'	'P_L2_[W]'_abs	'P_L3_[W]'	'P_L3_[W]'_abs	'P_total_[W]'	'P_total_[W]'_abs	'F_[Hz]'
12.07.2022	07:55:10.000	-60.803	60.803	-5.395	5.395	0.619	0.619	-65.579	65.579	49.974
12.07.2022	07:55:11.000	-60.912	60.912	-5.582	5.582	0.899	0.899	-65.596	65.596	49.978
12.07.2022	07:55:12.000	-60.867	60.867	-5.663	5.663	0.440	0.440	-66.091	66.091	49.979
12.07.2022	07:55:13.000	-60.637	60.637	-5.523	5.523	0.511	0.511	-65.649	65.649	49.979
12.07.2022	07:55:14.000	-60.548	60.548	-5.294	5.294	0.538	0.538	-65.303	65.303	49.979
12.07.2022	07:55:15.000	-60.934	60.934	-5.492	5.492	6.268	6.268	-60.158	60.158	49.980
12.07.2022	07:55:16.000	-61.474	61.474	-5.003	5.003	11.365	11.365	-55.113	55.113	49.982
12.07.2022	07:55:17.000	-61.299	61.299	-5.106	5.106	11.823	11.823	-54.581	54.581	49.984
12.07.2022	07:55:18.000	-61.472	61.472	-5.059	5.059	11.646	11.646	-54.885	54.885	49.984
12.07.2022	07:55:19.000	-61.428	61.428	-5.002	5.002	11.835	11.835	-54.595	54.595	49.984
12.07.2022	07:55:20.000	-61.468	61.468	-4.855	4.855	11.728	11.728	-54.596	54.596	49.984
12.07.2022	07:55:21.000	-61.445	61.445	-4.895	4.895	11.714	11.714	-54.626	54.626	49.985
12.07.2022	07:55:22.000	-61.533	61.533	-5.166	5.166	12.033	12.033	-54.666	54.666	49.986
12.07.2022	07:55:23.000	-61.538	61.538	-5.014	5.014	11.735	11.735	-54.818	54.818	49.987
12.07.2022	07:55:24.000	-61.326	61.326	-4.714	4.714	12.055	12.055	-53.985	53.985	49.987
12.07.2022	07:55:25.000	-61.236	61.236	-5.113	5.113	11.622	11.622	-54.726	54.726	49.990
12.07.2022	07:55:26.000	-61.522	61.522	-5.056	5.056	11.686	11.686	-54.892	54.892	49.991
12.07.2022	07:55:27.000	-61.492	61.492	-5.148	5.148	12.051	12.051	-54.590	54.590	49.990
12.07.2022	07:55:28.000	-61.325	61.325	-4.932	4.932	11.978	11.978	-54.280	54.280	49.991
12.07.2022	07:55:29.000	-61.441	61.441	-5.061	5.061	12.072	12.072	-54.431	54.431	49.992
12.07.2022	07:55:30.000	-61.445	61.445	-5.193	5.193	11.458	11.458	-55.180	55.180	49.990
12.07.2022	07:55:31.000	-61.385	61.385	-4.984	4.984	11.902	11.902	-54.467	54.467	49.988
12.07.2022	07:55:32.000	-61.456	61.456	-4.945	4.945	12.007	12.007	-54.394	54.394	49.986
12.07.2022	07:55:33.000	-61.488	61.488	-5.090	5.090	11.854	11.854	-54.725	54.725	49.984
12.07.2022	07:55:34.000	-61.750	61.750	-5.049	5.049	11.778	11.778	-55.021	55.021	49.981
12.07.2022	07:55:35.000	-61.580	61.580	-5.374	5.374	11.987	11.987	-54.966	54.966	49.977
12.07.2022	07:55:36.000	-61.291	61.291	-5.148	5.148	12.297	12.297	-54.143	54.143	49.974
12.07.2022	07:55:37.000	-61.502	61.502	-5.400	5.400	12.495	12.495	-54.408	54.408	49.973
12.07.2022	07:55:38.000	-61.479	61.479	-5.121	5.121	12.604	12.604	-53.996	53.996	49.973
12.07.2022	07:55:39.000	-61.688	61.688	-5.206	5.206	11.944	11.944	-54.950	54.950	49.972
12.07.2022	07:55:40.000	-61.341	61.341	-5.175	5.175	12.200	12.200	-54.316	54.316	49.969
12.07.2022	07:55:41.000	-61.469	61.469	-5.251	5.251	12.279	12.279	-54.441	54.441	49.967
12.07.2022	07:55:42.000	-61.348	61.348	-5.234	5.234	12.357	12.357	-54.224	54.224	49.967
12.07.2022	07:55:43.000	-61.467	61.467	-5.267	5.267	12.256	12.256	-54.478	54.478	49.969
12.07.2022	07:55:44.000	-61.336	61.336	-5.274	5.274	12.432	12.432	-54.179	54.179	49.970
12.07.2022	07:55:45.000	-61.461	61.461	-5.388	5.388	12.306	12.306	-54.543	54.543	49.971
12.07.2022	07:55:46.000	-61.610	61.610	-5.102	5.102	12.350	12.350	-54.363	54.363	49.971
12.07.2022	07:55:47.000	-61.571	61.571	-5.248	5.248	12.742	12.742	-54.077	54.077	49.971
12.07.2022	07:55:48.000	-61.456	61.456	-5.305	5.305	12.384	12.384	-54.377	54.377	49.973
12.07.2022	07:55:49.000	-61.272	61.272	-5.361	5.361	12.624	12.624	-54.009	54.009	49.974
12.07.2022	07:55:50.000	-61.521	61.521	-5.337	5.337	12.264	12.264	-54.594	54.594	49.974
12.07.2022	07:55:51.000	-61.508	61.508	-5.146	5.146	12.610	12.610	-54.044	54.044	49.974
12.07.2022	07:55:52.000	-61.284	61.284	-5.522	5.522	12.841	12.841	-53.966	53.966	49.976
12.07.2022	07:55:53.000	-61.346	61.346	-5.289	5.289	12.685	12.685	-53.950	53.950	49.978
12.07.2022	07:55:54.000	-61.325	61.325	-5.055	5.055	12.729	12.729	-53.651	53.651	49.979
12.07.2022	07:55:55.000	-61.504	61.504	-5.234	5.234	12.342	12.342	-54.397	54.397	49.980
12.07.2022	07:55:56.000	-61.462	61.462	-5.291	5.291	12.426	12.426	-54.327	54.327	49.980
12.07.2022	07:55:57.000	-61.467	61.467	-5.246	5.246	12.169	12.169	-54.544	54.544	49.982
12.07.2022	07:55:58.000	-61.207	61.207	-5.169	5.169	12.192	12.192	-54.184	54.184	49.982
12.07.2022	07:55:59.000	-61.508	61.508	-5.340	5.340	12.208	12.208	-54.640	54.640	49.982
12.07.2022	07:56:00.000	-61.335	61.335	-5.229	5.229	12.379	12.379	-54.185	54.185	49.980
12.07.2022	07:56:01.000	-61.320	61.320	-5.342	5.342	12.239	12.239	-54.423	54.423	49.980
12.07.2022	07:56:02.000	-61.518	61.518	-5.264	5.264	12.077	12.077	-54.705	54.705	49.980
12.07.2022	07:56:03.000	-61.330	61.330	-5.275	5.275	12.269	12.269	-54.336	54.336	49.981
12.07.2022	07:56:04.000	-61.440	61.440	-5.163	5.163	12.423	12.423	-54.180	54.180	49.979
12.07.2022	07:56:05.000	-61.311	61.311	-5.241	5.241	11.179	11.179	-55.372	55.372	49.977
12.07.2022	07:56:06.000	-61.276	61.276	-5.454	5.454	11.874	11.874	-54.856	54.856	49.977
12.07.2022	07:56:07.000	-61.372	61.372	-5.493	5.493	11.871	11.871	-54.993	54.993	49.978
12.07.2022	07:56:08.000	-61.339	61.339	-5.451	5.451	12.006	12.006	-54.784	54.784	49.978
12.07.2022	07:56:09.000	-61.281	61.281	-5.284	5.284	12.252	12.252	-54.312	54.312	49.978
12.07.2022	07:56:10.000	-61.355	61.355	-5.310	5.310	12.091	12.091	-54.574	54.574	49.978
12.07.2022	07:56:11.000	-61.203	61.203	-5.165	5.165	11.948	11.948	-54.420	54.420	49.979
12.07.2022	07:56:12.000	-61.027	61.027	-5.297	5.297	11.543	11.543	-54.781	54.781	49.979
12.07.2022	07:56:13.000	-61.378	61.378	-5.377	5.377	11.643	11.643	-55.112	55.112	49.980
12.07.2022	07:56:14.000	-61.372	61.372	-5.339	5.339	12.174	12.174	-54.536	54.536	49.979
12.07.2022	07:56:15.000	-61.240	61.240	-5.393	5.393	12.097	12.097	-54.535	54.535	49.980
12.07.2022	07:56:16.000	-61.088	61.088	-5.182	5.182	12.505	12.505	-53.764	53.764	49.979
12.07.2022	07:56:17.000	-61.253	61.253	-5.264	5.264	11.974	11.974	-54.543	54.543	49.979
12.07.2022	07:56:18.000	-61.423	61.423	-5.171	5.171	11.976	11.976	-54.618	54.618	49.977
12.07.2022	07:56:19.000	-61.110	61.110	-5.297	5.297	11.882	11.882	-54.525	54.525	49.976
12.07.2022	07:56:20.000	-61.236	61.236	-5.355	5.355	12.182	12.182	-54.409	54.409	49.977
12.07.2022	07:56:21.000	-61.308	61.308	-5.418	5.418	11.885	11.885	-54.841	54.841	49.978
12.07.2022	07:56:22.000	-61.530	61.530	-5.096	5.096	12.143	12.143	-54.484	54.484	49.978
12.07.2022	07:56:23.000	-61.276	61.276	-5.235	5.235	11.809	11.809	-54.702	54.702	49.978
